,bytes,packets,protocol,sourceIP,Destination IP,timestamp
30,19127.8,13,143,61.147.76.157,243.116.233.38,23/06/2020 11:01:27.674
31,29270.3,20,43,41.86.213.91,249.235.45.130,23/06/2020 11:01:28.336
32,10232.9,7,17,24.121.97.135,86.208.209.198,23/06/2020 11:01:31.876
33,14157.3,10,138,124.103.27.6,23.158.254.254,23/06/2020 11:01:39.993
34,23257.7,16,3,74.62.102.14,249.235.45.130,23/06/2020 11:01:43.450
35,19949.6,14,121,175.140.77.98,86.204.47.43,23/06/2020 11:01:52.864
36,20268.2,14,81,246.35.22.222,94.70.161.139,23/06/2020 11:01:54.869
37,12322.3,9,120,138.201.175.201,222.175.114.98,23/06/2020 11:01:56.028
38,23737.0,16,86,50.90.73.233,57.40.207.108,23/06/2020 11:01:57.445
39,17189.5,12,115,206.193.219.233,86.230.21.130,23/06/2020 11:01:59.412
40,21327.5,15,81,215.171.129.185,45.122.229.55,23/06/2020 11:02:00.449
41,14943.9,10,99,112.86.153.42,68.162.88.105,23/06/2020 11:02:03.440
42,13717.2,10,115,212.18.213.174,228.51.158.175,23/06/2020 11:02:04.848
43,24829.1,17,90,127.15.162.97,124.103.27.6,23/06/2020 11:02:05.365
44,9196.3,7,41,230.234.44.52,133.172.176.33,23/06/2020 11:02:10.081
45,12009.3,9,41,138.201.175.201,14.10.100.243,23/06/2020 11:02:10.930
46,23835.6,16,136,135.212.155.161,249.235.45.130,23/06/2020 11:02:11.664
47,25698.1,18,134,41.86.213.91,83.6.65.33,23/06/2020 11:02:13.217
48,22079.6,15,78,104.192.155.115,14.10.100.243,23/06/2020 11:02:15.158
49,10553.4,8,90,6.234.229.133,50.90.73.233,23/06/2020 11:02:15.550
50,19506.2,14,15,14.10.100.243,222.175.114.98,23/06/2020 11:02:20.605
51,28236.8,19,113,162.47.42.5,68.162.88.105,23/06/2020 11:02:27.126
52,1512.7,2,121,92.0.195.106,94.70.161.139,23/06/2020 11:02:37.094
53,15517.0,11,16,190.173.80.95,206.193.219.233,23/06/2020 11:02:37.807
54,12274.8,9,79,175.211.32.50,156.255.220.153,23/06/2020 11:02:39.098
55,12641.7,9,70,22.30.66.91,112.175.86.198,23/06/2020 11:02:42.842
56,21923.4,15,82,112.86.153.42,23.158.254.254,23/06/2020 11:02:45.153
57,23194.8,16,73,99.164.233.210,115.241.183.104,23/06/2020 11:02:52.616
58,9859.9,7,130,138.201.175.201,232.247.19.142,23/06/2020 11:02:56.745
59,15525.5,11,66,131.74.182.251,214.215.93.187,23/06/2020 11:02:59.119
60,13787.8,10,103,191.128.220.22,162.5.231.172,23/06/2020 11:03:05.744
61,18733.5,13,115,105.136.171.198,117.200.229.211,23/06/2020 11:03:16.310
62,7096.1,5,56,188.92.32.31,86.230.21.130,23/06/2020 11:03:21.208
63,8901.9,6,53,94.70.161.139,127.15.162.97,23/06/2020 11:03:21.329
64,7446.7,5,13,45.122.229.55,244.224.23.233,23/06/2020 11:03:21.649
65,25018.8,17,52,169.32.8.214,166.186.61.60,23/06/2020 11:03:32.138
66,11901.7,8,95,61.218.104.79,175.211.32.50,23/06/2020 11:03:32.528
67,20686.7,14,44,207.154.241.18,244.224.23.233,23/06/2020 11:03:35.250
68,27031.0,19,133,151.146.33.47,131.74.182.251,23/06/2020 11:03:35.529
69,23174.3,16,62,61.147.76.157,104.192.155.115,23/06/2020 11:03:37.770
70,17245.6,12,33,92.237.81.13,175.211.32.50,23/06/2020 11:03:38.871
71,12041.1,9,86,123.251.76.200,74.62.102.14,23/06/2020 11:03:40.352
72,29986.7,20,117,230.234.44.52,104.192.155.115,23/06/2020 11:03:41.036
73,11302.0,8,17,99.164.233.210,133.246.120.133,23/06/2020 11:03:41.910
74,6872.7,5,11,135.212.155.161,92.0.195.106,23/06/2020 11:03:46.761
75,22768.7,16,6,183.179.206.54,226.175.87.1,23/06/2020 11:03:49.286
76,13559.7,10,24,161.34.126.141,162.47.42.5,23/06/2020 11:03:51.738
77,23297.7,16,49,35.214.166.134,48.161.226.29,23/06/2020 11:03:55.304
78,25873.0,18,63,86.208.209.198,6.231.251.83,23/06/2020 11:03:56.155
79,14118.9,10,32,35.214.166.134,134.151.169.33,23/06/2020 11:03:59.461
80,24095.9,17,122,133.172.176.33,228.51.158.175,23/06/2020 11:04:00.168
81,25188.9,17,106,246.35.22.222,243.116.233.38,23/06/2020 11:04:00.889
82,26384.7,18,112,175.140.77.98,188.92.32.31,23/06/2020 11:04:01.794
83,13361.2,9,134,48.161.226.29,161.34.126.141,23/06/2020 11:04:03.355
84,6214.8,5,71,230.234.44.52,244.224.23.233,23/06/2020 11:04:04.092
85,1886.2,2,45,112.175.86.198,123.251.76.200,23/06/2020 11:04:04.758
86,17331.3,12,65,212.108.45.63,133.6.97.181,23/06/2020 11:04:08.653
87,6779.9,5,24,162.47.42.5,161.34.126.141,23/06/2020 11:04:08.898
88,7504.9,6,75,61.218.104.79,127.15.162.97,23/06/2020 11:04:09.886
89,21512.6,15,3,62.188.156.237,22.30.66.91,23/06/2020 11:04:12.558
90,25870.2,18,45,140.177.30.220,162.47.42.5,23/06/2020 11:04:13.194
91,16086.5,11,116,115.241.183.104,83.6.65.33,23/06/2020 11:04:22.057
92,11262.2,8,27,243.116.233.38,86.208.209.198,23/06/2020 11:04:28.177
93,20416.9,14,117,48.161.226.29,162.47.42.5,23/06/2020 11:04:32.435
94,14949.0,10,22,156.255.220.153,225.169.29.28,23/06/2020 11:04:40.233
95,3903.2,3,17,99.164.233.210,16.94.184.236,23/06/2020 11:04:43.495
96,23431.8,16,25,138.201.175.201,161.34.126.141,23/06/2020 11:04:46.394
97,7267.5,5,56,24.121.97.135,146.201.140.212,23/06/2020 11:04:46.954
98,11324.3,8,90,162.5.231.172,212.108.45.63,23/06/2020 11:04:47.624
99,21597.2,15,136,94.70.161.139,92.0.195.106,23/06/2020 11:04:57.090
100,7500.5,6,115,190.173.80.95,62.188.156.237,23/06/2020 11:05:00.169
101,10121.4,7,102,162.5.231.172,140.177.30.220,23/06/2020 11:05:11.270
102,21330.8,15,89,24.121.97.135,53.210.106.172,23/06/2020 11:05:17.949
103,5536.6,4,49,86.230.21.130,215.171.129.185,23/06/2020 11:05:23.277
104,27837.7,19,121,243.116.233.38,210.250.132.36,23/06/2020 11:05:24.004
105,20966.4,14,117,146.201.140.212,124.103.27.6,23/06/2020 11:05:26.195
106,17724.5,12,39,175.211.32.50,210.250.132.36,23/06/2020 11:05:32.889
107,19556.3,14,46,191.128.220.22,99.164.233.210,23/06/2020 11:05:36.814
108,8065.1,6,80,94.70.161.139,134.28.37.182,23/06/2020 11:05:39.601
109,18506.9,13,0,230.234.44.52,112.175.86.198,23/06/2020 11:05:39.683
110,25463.3,17,27,230.234.44.52,24.121.97.135,23/06/2020 11:05:40.574
111,28838.0,20,52,61.218.104.79,184.60.164.241,23/06/2020 11:05:41.149
112,12943.8,9,96,22.30.66.91,169.32.8.214,23/06/2020 11:05:45.340
113,6755.8,5,85,188.92.32.31,123.251.76.200,23/06/2020 11:05:45.463
114,14121.9,10,101,14.10.100.243,253.33.218.82,23/06/2020 11:05:47.080
115,7144.2,5,13,133.172.176.33,61.218.104.79,23/06/2020 11:05:50.041
116,28651.9,20,24,133.172.176.33,5.131.18.115,23/06/2020 11:05:54.186
117,20738.2,14,9,68.162.88.105,6.231.251.83,23/06/2020 11:05:54.805
118,29612.7,20,133,35.214.166.134,62.188.156.237,23/06/2020 11:05:56.597
119,4056.1,3,84,214.215.93.187,151.146.33.47,23/06/2020 11:05:59.227
120,8921.2,6,138,214.215.93.187,175.211.32.50,23/06/2020 11:06:02.523
121,7779.1,6,37,197.68.7.118,115.241.183.104,23/06/2020 11:06:05.196
122,8393.7,6,33,133.246.120.133,94.70.161.139,23/06/2020 11:06:05.480
123,27447.1,19,0,115.241.183.104,228.51.158.175,23/06/2020 11:06:09.704
124,19911.4,14,86,53.210.106.172,62.188.156.237,23/06/2020 11:06:11.412
125,23439.7,16,107,70.159.11.91,17.30.10.63,23/06/2020 11:06:14.455
126,13773.3,10,103,117.200.229.211,161.34.126.141,23/06/2020 11:06:19.581
127,23606.4,16,48,57.40.207.108,232.247.19.142,23/06/2020 11:06:21.822
128,5261.5,4,110,215.171.129.185,210.250.132.36,23/06/2020 11:06:28.071
129,20443.0,14,44,228.51.158.175,140.177.30.220,23/06/2020 11:06:29.889
130,17408.1,12,81,253.33.218.82,140.153.231.187,23/06/2020 11:06:34.405
131,22786.2,16,116,207.154.241.18,117.75.31.227,23/06/2020 11:06:35.695
132,10141.2,7,75,0.216.106.112,92.143.53.124,23/06/2020 11:06:36.175
133,25577.0,18,139,26.90.225.225,212.18.213.174,23/06/2020 11:06:42.626
134,21486.0,15,24,96.214.68.75,61.147.76.157,23/06/2020 11:06:44.708
135,25098.8,17,128,80.47.65.68,244.224.23.233,23/06/2020 11:06:45.572
136,7300.8,5,97,50.90.73.233,45.122.229.55,23/06/2020 11:06:49.957
137,25855.6,18,64,96.214.68.75,86.230.21.130,23/06/2020 11:06:54.932
138,18077.4,13,9,86.230.21.130,70.159.11.91,23/06/2020 11:06:57.052
139,16007.7,11,80,112.86.153.42,35.214.166.134,23/06/2020 11:06:59.500
140,16424.3,11,105,24.121.97.135,140.153.231.187,23/06/2020 11:07:09.846
141,25317.6,17,52,253.33.218.82,162.5.231.172,23/06/2020 11:07:12.025
142,5867.4,4,83,156.255.220.153,140.153.231.187,23/06/2020 11:07:12.332
143,9122.3,7,24,207.154.241.18,61.223.103.109,23/06/2020 11:07:12.777
144,20942.4,14,70,5.131.18.115,112.175.86.198,23/06/2020 11:07:13.392
145,6955.3,5,127,134.28.37.182,140.177.30.220,23/06/2020 11:07:16.175
146,2571.3,2,65,50.90.73.233,16.94.184.236,23/06/2020 11:07:17.754
147,25853.6,18,107,124.103.27.6,166.186.61.60,23/06/2020 11:07:23.067
148,21726.5,15,108,92.0.195.106,119.251.127.31,23/06/2020 11:07:24.615
149,12515.9,9,87,253.33.218.82,23.158.254.254,23/06/2020 11:07:30.396
150,25707.7,18,56,112.86.153.42,26.90.225.225,23/06/2020 11:07:34.153
151,27883.1,19,80,48.161.226.29,214.215.93.187,23/06/2020 11:07:41.839
152,22786.5,16,31,191.128.220.22,50.90.73.233,23/06/2020 11:07:43.764
153,5295.2,4,117,67.235.112.122,92.0.195.106,23/06/2020 11:07:43.805
154,28340.7,19,10,207.154.241.18,18.61.83.207,23/06/2020 11:07:47.445
155,7444.3,5,131,127.15.162.97,133.6.97.181,23/06/2020 11:07:49.796
156,1951.7,2,8,138.201.175.201,131.74.182.251,23/06/2020 11:07:52.453
157,7254.6,5,85,197.68.7.118,35.214.166.134,23/06/2020 11:07:54.434
158,8441.7,6,7,169.32.8.214,215.171.129.185,23/06/2020 11:07:54.777
159,4686.1,4,66,184.60.164.241,190.173.80.95,23/06/2020 11:07:58.776
160,20680.0,14,52,17.30.10.63,246.35.22.222,23/06/2020 11:08:03.847
161,14696.7,10,96,162.47.42.5,226.175.87.1,23/06/2020 11:08:11.361
162,18959.5,13,68,70.159.11.91,112.175.86.198,23/06/2020 11:08:16.589
163,18876.5,13,106,16.94.184.236,162.47.42.5,23/06/2020 11:08:16.900
164,28609.3,20,83,61.147.76.157,246.35.22.222,23/06/2020 11:08:20.402
165,26481.1,18,5,105.136.171.198,112.175.86.198,23/06/2020 11:08:24.396
166,18379.8,13,102,61.218.104.79,222.175.114.98,23/06/2020 11:08:25.243
167,15376.1,11,76,0.216.106.112,197.68.7.118,23/06/2020 11:08:28.228
168,18818.5,13,142,175.211.32.50,94.70.161.139,23/06/2020 11:08:29.528
169,18326.1,13,7,86.204.47.43,83.6.65.33,23/06/2020 11:08:34.320
170,22508.9,16,10,99.164.233.210,5.131.18.115,23/06/2020 11:08:39.562
171,24409.1,17,91,0.216.106.112,92.0.195.106,23/06/2020 11:08:43.638
172,21388.0,15,133,190.173.80.95,162.47.42.5,23/06/2020 11:08:47.249
173,17607.0,12,87,86.204.47.43,186.131.182.81,23/06/2020 11:08:47.368
174,26736.7,18,88,214.215.93.187,230.234.44.52,23/06/2020 11:08:48.348
175,8101.6,6,43,232.247.19.142,244.224.23.233,23/06/2020 11:08:50.947
176,10117.2,7,27,61.147.76.157,6.231.251.83,23/06/2020 11:08:51.748
177,27286.3,19,83,83.6.65.33,17.30.10.63,23/06/2020 11:08:57.669
178,4204.3,3,110,127.15.162.97,133.246.120.133,23/06/2020 11:08:58.019
179,10380.3,7,22,151.146.33.47,243.116.233.38,23/06/2020 11:08:59.033
180,17236.4,12,25,131.74.182.251,246.35.22.222,23/06/2020 11:09:01.718
181,26234.6,18,103,79.8.150.240,94.70.161.139,23/06/2020 11:09:02.988
182,27761.0,19,85,191.128.220.22,17.30.10.63,23/06/2020 11:09:03.367
183,17763.5,12,75,124.103.27.6,74.62.102.14,23/06/2020 11:09:04.513
184,26642.2,18,47,92.237.81.13,96.214.68.75,23/06/2020 11:09:05.856
185,7758.2,6,0,115.241.183.104,188.92.32.31,23/06/2020 11:09:16.007
186,3840.7,3,39,134.28.37.182,230.234.44.52,23/06/2020 11:09:19.892
187,8742.2,6,61,207.154.241.18,76.216.63.223,23/06/2020 11:09:23.803
188,21307.0,15,60,249.235.45.130,190.173.80.95,23/06/2020 11:09:23.984
189,16798.8,12,103,61.147.76.157,112.86.153.42,23/06/2020 11:09:25.065
190,5513.4,4,23,191.128.220.22,0.52.80.132,23/06/2020 11:09:27.007
191,29407.5,20,15,83.6.65.33,175.140.77.98,23/06/2020 11:09:28.516
192,20186.1,14,61,92.237.81.13,6.234.229.133,23/06/2020 11:09:34.061
193,12596.9,9,107,134.28.37.182,22.30.66.91,23/06/2020 11:09:37.087
194,16380.2,11,13,134.151.169.33,26.90.225.225,23/06/2020 11:09:37.092
195,9845.2,7,6,6.234.229.133,212.18.213.174,23/06/2020 11:09:37.330
196,25498.3,17,6,62.188.156.237,53.210.106.172,23/06/2020 11:09:38.266
197,22173.6,15,35,79.8.150.240,210.250.132.36,23/06/2020 11:09:51.499
198,19812.7,14,77,86.204.47.43,162.47.42.5,23/06/2020 11:09:52.686
199,2447.8,2,35,94.70.161.139,57.40.207.108,23/06/2020 11:09:57.306
200,27314.6,19,36,57.40.207.108,186.131.182.81,23/06/2020 11:10:00.405
201,11852.8,8,95,210.250.132.36,104.192.155.115,23/06/2020 11:10:08.874
202,16493.5,11,92,191.128.220.22,62.188.156.237,23/06/2020 11:10:17.228
203,4282.3,3,61,22.30.66.91,133.6.97.181,23/06/2020 11:10:17.735
204,4204.5,3,105,26.90.225.225,67.235.112.122,23/06/2020 11:10:18.080
205,3301.0,3,5,190.173.80.95,48.161.226.29,23/06/2020 11:10:19.371
206,28974.0,20,37,230.234.44.52,212.18.213.174,23/06/2020 11:10:20.629
207,24095.0,17,98,183.179.206.54,162.47.42.5,23/06/2020 11:10:23.983
208,27520.6,19,69,17.30.10.63,253.33.218.82,23/06/2020 11:10:24.038
209,9208.3,7,58,226.175.87.1,62.188.156.237,23/06/2020 11:10:26.529
210,13586.1,10,2,134.28.37.182,48.161.226.29,23/06/2020 11:10:29.755
211,13587.1,10,58,18.61.83.207,35.214.166.134,23/06/2020 11:10:34.041
212,5485.5,4,137,226.175.87.1,133.246.120.133,23/06/2020 11:10:34.144
213,26471.6,18,115,212.18.213.174,131.74.182.251,23/06/2020 11:10:34.342
214,29607.6,20,119,140.177.30.220,140.153.231.187,23/06/2020 11:10:35.545
215,27347.0,19,69,53.210.106.172,94.70.161.139,23/06/2020 11:10:45.332
216,21341.3,15,44,162.5.231.172,94.70.161.139,23/06/2020 11:10:47.214
217,4146.7,3,115,86.204.47.43,133.246.120.133,23/06/2020 11:10:52.420
218,5308.0,4,37,146.201.140.212,0.52.80.132,23/06/2020 11:10:58.054
219,4301.0,3,25,6.231.251.83,206.193.219.233,23/06/2020 11:10:59.968
220,25436.3,17,8,76.216.63.223,6.234.229.133,23/06/2020 11:11:05.849
221,29933.0,20,40,50.90.73.233,6.231.251.83,23/06/2020 11:11:07.756
222,24096.5,17,10,79.8.150.240,228.51.158.175,23/06/2020 11:11:10.691
223,7807.0,6,44,24.121.97.135,246.35.22.222,23/06/2020 11:11:12.815
224,23277.2,16,84,175.140.77.98,76.216.63.223,23/06/2020 11:11:14.221
225,23889.6,16,99,94.70.161.139,244.224.23.233,23/06/2020 11:11:14.619
226,23966.8,16,140,214.215.93.187,210.250.132.36,23/06/2020 11:11:16.339
227,12654.2,9,26,212.18.213.174,230.234.44.52,23/06/2020 11:11:22.143
228,9223.8,7,120,175.140.77.98,105.136.171.198,23/06/2020 11:11:23.970
229,3480.2,3,61,207.154.241.18,215.171.129.185,23/06/2020 11:11:24.101
230,1807.0,2,140,67.235.112.122,41.86.213.91,23/06/2020 11:11:31.667
231,20755.9,14,71,94.70.161.139,127.15.162.97,23/06/2020 11:11:43.834
232,10225.2,7,12,162.5.231.172,50.90.73.233,23/06/2020 11:11:44.723
233,5714.6,4,84,186.131.182.81,230.234.44.52,23/06/2020 11:11:44.780
234,5353.4,4,37,181.186.159.214,161.34.126.141,23/06/2020 11:11:49.925
235,12381.5,9,61,214.215.93.187,96.214.68.75,23/06/2020 11:11:53.695
236,2691.2,2,11,214.215.93.187,127.15.162.97,23/06/2020 11:11:54.753
237,17298.3,12,72,35.214.166.134,61.223.103.109,23/06/2020 11:11:54.835
238,4781.4,4,74,134.28.37.182,20.87.162.15,23/06/2020 11:11:55.130
239,26570.2,18,130,188.92.32.31,80.47.65.68,23/06/2020 11:11:55.358
240,23409.1,16,123,212.18.213.174,140.177.30.220,23/06/2020 11:12:02.361
241,13738.1,10,81,61.223.103.109,92.0.195.106,23/06/2020 11:12:06.636
242,25921.4,18,142,162.5.231.172,16.94.184.236,23/06/2020 11:12:18.568
243,16444.4,11,28,112.175.86.198,41.86.213.91,23/06/2020 11:12:19.273
244,1558.6,2,109,20.87.162.15,92.143.53.124,23/06/2020 11:12:29.797
245,11884.1,8,23,26.90.225.225,74.62.102.14,23/06/2020 11:12:30.731
246,2237.5,2,42,18.61.83.207,133.6.97.181,23/06/2020 11:12:31.488
247,2982.8,2,117,80.47.65.68,135.212.155.161,23/06/2020 11:12:37.546
248,22532.0,16,127,214.215.93.187,45.122.229.55,23/06/2020 11:12:37.854
249,29376.3,20,101,6.231.251.83,79.8.150.240,23/06/2020 11:12:39.608
250,16701.7,12,33,22.30.66.91,53.210.106.172,23/06/2020 11:12:44.796
251,17154.4,12,106,41.86.213.91,151.146.33.47,23/06/2020 11:12:46.676
252,5984.0,4,24,230.234.44.52,197.68.7.118,23/06/2020 11:12:46.699
253,26508.8,18,13,104.192.155.115,151.146.33.47,23/06/2020 11:12:51.519
254,27525.0,19,8,48.161.226.29,169.32.8.214,23/06/2020 11:12:51.590
255,4574.8,4,60,135.212.155.161,94.70.161.139,23/06/2020 11:12:52.168
256,22085.2,15,91,24.121.97.135,151.146.33.47,23/06/2020 11:12:54.816
257,4062.9,3,42,222.175.114.98,134.28.37.182,23/06/2020 11:12:56.396
258,24455.8,17,83,79.8.150.240,61.218.104.79,23/06/2020 11:12:57.707
259,28504.8,20,137,225.169.29.28,67.235.112.122,23/06/2020 11:12:59.729
260,18279.1,13,2,14.10.100.243,181.186.159.214,23/06/2020 11:13:00.197
261,28021.5,19,96,253.33.218.82,99.164.233.210,23/06/2020 11:13:01.878
262,5950.9,4,27,249.235.45.130,18.61.83.207,23/06/2020 11:13:07.278
263,10282.6,7,42,222.175.114.98,131.74.182.251,23/06/2020 11:13:11.055
264,18315.3,13,79,68.162.88.105,175.140.77.98,23/06/2020 11:13:12.109
265,11008.6,8,42,117.75.31.227,92.237.81.13,23/06/2020 11:13:19.810
266,13035.1,9,63,62.188.156.237,225.169.29.28,23/06/2020 11:13:27.945
267,13555.8,10,127,135.212.155.161,22.30.66.91,23/06/2020 11:13:30.802
268,20467.6,14,139,86.204.47.43,162.5.231.172,23/06/2020 11:13:32.618
269,5903.4,4,40,232.247.19.142,191.128.220.22,23/06/2020 11:13:33.605
270,16342.6,11,119,104.192.155.115,186.131.182.81,23/06/2020 11:13:34.289
271,6602.4,5,113,166.186.61.60,212.18.213.174,23/06/2020 11:13:35.530
272,15888.5,11,117,228.51.158.175,162.5.231.172,23/06/2020 11:13:43.536
273,12234.3,9,8,222.175.114.98,138.201.175.201,23/06/2020 11:13:43.640
274,28667.5,20,127,181.186.159.214,226.175.87.1,23/06/2020 11:13:45.290
275,18955.0,13,76,80.47.65.68,76.216.63.223,23/06/2020 11:13:48.537
276,29512.0,20,117,232.247.19.142,119.251.127.31,23/06/2020 11:13:51.962
277,20179.6,14,5,135.212.155.161,26.90.225.225,23/06/2020 11:13:53.843
278,9909.8,7,84,6.231.251.83,22.30.66.91,23/06/2020 11:13:55.806
279,29456.2,20,85,206.193.219.233,134.151.169.33,23/06/2020 11:13:56.346
280,7428.5,5,6,92.143.53.124,133.246.120.133,23/06/2020 11:14:06.439
281,16123.4,11,98,23.158.254.254,68.162.88.105,23/06/2020 11:14:09.218
282,16575.8,12,102,62.188.156.237,140.177.30.220,23/06/2020 11:14:11.911
283,26727.5,18,100,183.179.206.54,14.10.100.243,23/06/2020 11:14:23.331
284,23638.2,16,66,0.216.106.112,214.215.93.187,23/06/2020 11:14:28.610
285,1916.7,2,26,62.188.156.237,232.247.19.142,23/06/2020 11:14:30.777
286,6836.8,5,19,92.237.81.13,79.8.150.240,23/06/2020 11:14:31.015
287,16235.5,11,95,17.30.10.63,188.92.32.31,23/06/2020 11:14:31.385
288,20754.2,14,9,119.251.127.31,169.32.8.214,23/06/2020 11:14:38.300
289,14647.1,10,26,226.175.87.1,26.90.225.225,23/06/2020 11:14:44.248
290,3625.9,3,134,124.103.27.6,249.235.45.130,23/06/2020 11:14:47.158
291,27534.0,19,67,162.47.42.5,45.122.229.55,23/06/2020 11:14:48.986
292,12830.8,9,54,228.51.158.175,243.116.233.38,23/06/2020 11:14:51.616
293,7418.8,5,139,70.159.11.91,206.193.219.233,23/06/2020 11:14:51.759
294,7128.4,5,142,140.153.231.187,214.215.93.187,23/06/2020 11:14:51.827
295,2635.5,2,115,135.212.155.161,131.74.182.251,23/06/2020 11:14:52.356
296,19797.8,14,127,86.204.47.43,162.5.231.172,23/06/2020 11:14:52.880
297,4114.5,3,136,35.214.166.134,191.128.220.22,23/06/2020 11:14:53.723
298,5080.4,4,83,124.103.27.6,119.251.127.31,23/06/2020 11:14:56.359
299,12216.4,9,84,186.131.182.81,6.231.251.83,23/06/2020 11:14:58.183
300,28375.4,19,24,20.87.162.15,14.10.100.243,23/06/2020 11:15:08.303
301,14180.1,10,47,23.158.254.254,246.35.22.222,23/06/2020 11:15:15.285
302,9071.3,7,113,133.6.97.181,86.204.47.43,23/06/2020 11:15:15.694
303,14496.6,10,114,175.140.77.98,133.6.97.181,23/06/2020 11:15:16.976
304,7469.6,5,96,112.86.153.42,232.247.19.142,23/06/2020 11:15:17.028
305,5263.8,4,62,61.218.104.79,117.75.31.227,23/06/2020 11:15:21.593
306,18527.9,13,125,61.147.76.157,68.162.88.105,23/06/2020 11:15:21.736
307,8172.4,6,117,14.10.100.243,210.250.132.36,23/06/2020 11:15:22.934
308,26509.7,18,6,53.210.106.172,123.251.76.200,23/06/2020 11:15:25.711
309,25048.7,17,135,99.164.233.210,23.158.254.254,23/06/2020 11:15:26.753
310,3701.1,3,100,123.251.76.200,212.18.213.174,23/06/2020 11:15:26.995
311,23667.5,16,71,24.121.97.135,14.10.100.243,23/06/2020 11:15:29.095
312,19819.6,14,43,123.251.76.200,246.35.22.222,23/06/2020 11:15:33.660
313,5783.0,4,136,17.30.10.63,190.173.80.95,23/06/2020 11:15:43.450
314,27384.1,19,91,22.30.66.91,105.136.171.198,23/06/2020 11:15:43.691
315,14530.6,10,15,45.122.229.55,99.164.233.210,23/06/2020 11:15:52.379
316,8021.6,6,10,0.216.106.112,190.173.80.95,23/06/2020 11:15:55.582
317,27731.4,19,23,26.90.225.225,115.241.183.104,23/06/2020 11:15:57.486
318,17195.9,12,113,215.171.129.185,6.231.251.83,23/06/2020 11:15:58.789
319,17522.7,12,23,175.140.77.98,138.201.175.201,23/06/2020 11:15:59.053
320,28324.1,19,46,191.128.220.22,138.201.175.201,23/06/2020 11:16:01.377
321,28410.9,19,84,175.140.77.98,230.234.44.52,23/06/2020 11:16:03.236
322,16556.3,12,116,92.237.81.13,80.47.65.68,23/06/2020 11:16:04.632
323,12401.5,9,65,243.116.233.38,48.161.226.29,23/06/2020 11:16:06.374
324,17518.5,12,62,212.18.213.174,35.214.166.134,23/06/2020 11:16:07.434
325,10639.1,8,18,222.175.114.98,191.128.220.22,23/06/2020 11:16:10.739
326,12292.0,9,85,105.136.171.198,117.75.31.227,23/06/2020 11:16:14.836
327,14756.3,10,103,6.231.251.83,138.201.175.201,23/06/2020 11:16:18.664
328,2151.4,2,44,18.61.83.207,210.250.132.36,23/06/2020 11:16:19.073
329,18151.2,13,137,222.175.114.98,92.0.195.106,23/06/2020 11:16:22.751
330,6510.6,5,51,151.146.33.47,228.51.158.175,23/06/2020 11:16:22.846
