,bytes,packets,protocol,source IP,source domain name,source port,destination IP,destination domain name,destination port,timestamp
91,2529.1,2,100,37.156.204.131,cybirg.com,80,87.254.166.26,shearsman.com,443,2020-06-23 11:03:44.651
92,5150.1,4,122,249.145.67.126,hsn.com,80,83.246.59.217,acne.se,80,2020-06-23 11:03:50.668
93,26689.7,18,101,56.183.89.166,wholesalejerseysnflforcheapest.com,80,176.16.1.25,pinardelajuliana.org,80,2020-06-23 11:03:51.586
94,2269.9,2,21,36.130.98.158,alantay.com,80,226.217.241.78,zuffa.biz,80,2020-06-23 11:03:53.032
95,9913.6,7,58,23.248.178.38,infonews.com,80,156.12.173.72,postpartum.org,80,2020-06-23 11:03:54.396
96,17100.6,12,133,229.168.203.2,lecolonialsf.com,443,5.45.145.100,gzg2b.gov.cn,443,2020-06-23 11:04:00.059
97,14384.4,10,34,126.102.151.64,black-crows.com,443,114.101.57.64,advancedrecoverysystems.com,695,2020-06-23 11:04:00.094
98,3904.1,3,142,88.25.231.28,emlk.de,6201,5.42.23.220,voyance-telephone-gratuite.com,24850,2020-06-23 11:04:05.622
99,9675.4,7,17,59.6.250.82,lifeofahomeschoolmom.com,443,221.68.45.74,qeeq.com,80,2020-06-23 11:04:10.528
100,23629.5,16,116,75.52.97.184,wotsit.org,2638,193.12.172.61,rushabhjackie.com,80,2020-06-23 11:04:16.243
101,29881.1,20,18,19.137.245.129,obergatlinburg.com,80,231.203.210.166,tardigrad.website,4316,2020-06-23 11:04:17.936
102,16179.7,11,49,231.203.210.166,tardigrad.website,443,54.133.151.123,gamestor.org,8192,2020-06-23 11:04:21.407
103,1673.4,2,22,89.101.69.98,immigrationforum.org,443,93.182.124.201,kissingersommer.de,80,2020-06-23 11:04:23.794
104,7897.5,6,13,134.22.90.251,dienstgezondheidjeugd.nl,443,208.81.255.39,019240.live,443,2020-06-23 11:04:25.335
105,25863.3,18,60,182.147.34.8,chamospastry.com,443,123.135.198.60,2000888.com,80,2020-06-23 11:04:28.456
106,23880.4,16,87,182.170.28.25,nbty.gov.cn,443,67.36.109.169,blablacar.nl,443,2020-06-23 11:04:30.010
107,10708.6,8,104,185.104.138.123,austhrutime.com,443,107.223.184.49,vialogues.com,7797,2020-06-23 11:04:31.398
108,2063.7,2,14,193.58.73.163,sexandthewhitecity.com,6999,74.101.84.62,foodproductiondaily.com,80,2020-06-23 11:04:32.284
109,25754.9,18,7,107.34.85.240,braztoa.com.br,443,121.187.74.8,potus.com,80,2020-06-23 11:04:35.488
110,6270.9,5,9,157.183.126.119,thehealthynfit.com,80,40.8.33.40,bupa.com,443,2020-06-23 11:04:36.265
111,29866.5,20,83,123.135.198.60,2000888.com,443,49.196.11.53,meqxso.icu,80,2020-06-23 11:04:37.304
112,1599.6,2,87,47.179.131.22,vrindaindia.com,80,167.9.103.21,blogup.com,80,2020-06-23 11:04:38.330
113,12999.0,9,82,192.1.105.222,xpkpo.com.cn,443,55.214.25.168,horizonswales.org,443,2020-06-23 11:04:40.233
114,21698.0,15,58,114.196.98.211,adulttagrugby.co.za,443,238.39.72.109,hbindustry.cn,6964,2020-06-23 11:04:44.629
115,23248.5,16,16,238.200.17.199,hellocreativefamily.com,443,41.232.197.27,www68758d.com,443,2020-06-23 11:04:51.569
116,23200.8,16,96,23.248.178.38,infonews.com,443,67.36.109.169,blablacar.nl,443,2020-06-23 11:04:51.616
117,17858.9,12,65,234.113.98.19,eugmbh.de,443,59.6.250.82,lifeofahomeschoolmom.com,1896,2020-06-23 11:04:54.083
118,7918.3,6,83,215.127.250.98,fbwbnx.com.cn,80,154.216.43.146,remakelearning.org,443,2020-06-23 11:04:58.615
119,9002.1,7,77,229.171.57.54,q7y7zcnikDGA.com,80,197.177.0.50,blinds-2go.co.uk,80,2020-06-23 11:04:59.489
120,25702.8,18,115,207.248.65.88,xiaoying.tv,80,219.180.137.91,freeliveporn.fun,443,2020-06-23 11:05:00.074
121,10403.4,7,64,91.159.125.254,propertihemat.com,443,169.217.184.142,nhomkinhhoangphat.com,443,2020-06-23 11:05:00.856
122,2605.7,2,83,116.153.31.19,astrium.com,443,176.16.1.25,pinardelajuliana.org,80,2020-06-23 11:05:07.263
123,2858.6,2,127,239.210.207.142,karenbachini.com,443,21.217.84.104,supermen-124.ru,80,2020-06-23 11:05:08.060
124,4157.7,3,123,158.148.100.193,zhongyutelecom.com,443,57.173.215.83,prajasakti.com,443,2020-06-23 11:05:08.106
125,27314.8,19,34,234.113.98.19,eugmbh.de,2383,176.16.1.25,pinardelajuliana.org,80,2020-06-23 11:05:08.856
126,21884.7,15,110,25.17.222.25,dtrm.de,80,76.239.161.120,haiku-os.org,80,2020-06-23 11:05:09.270
127,13622.1,10,69,97.157.246.1,cartermuseum.org,443,88.25.231.28,emlk.de,80,2020-06-23 11:05:15.540
128,15183.6,11,28,158.252.188.224,041c4aoq1DGA.com,80,156.246.26.95,tanp.jp,443,2020-06-23 11:05:17.251
129,19180.7,13,45,245.113.73.93,aptnnews.ca,80,242.30.104.243,demographix.com,80,2020-06-23 11:05:17.813
130,25640.2,18,55,54.203.14.201,hvcmwq.cn,443,158.148.100.193,zhongyutelecom.com,443,2020-06-23 11:05:24.071
131,9232.8,7,88,229.171.57.54,q7y7zcnikDGA.com,4691,62.130.26.99,imaging.org,80,2020-06-23 11:05:26.825
132,26569.1,18,15,142.160.60.89,osmmenye.com,443,169.217.184.142,nhomkinhhoangphat.com,80,2020-06-23 11:05:30.235
133,11377.9,8,139,88.25.231.28,emlk.de,80,116.242.28.46,vanessavallely.com,3473,2020-06-23 11:05:37.437
134,14276.1,10,114,75.52.97.184,wotsit.org,443,199.155.58.82,mysteriesofcanada.com,1574,2020-06-23 11:05:37.605
135,25637.8,18,52,151.99.94.76,sweetloveshower.com,443,99.130.248.7,pillcost.space,443,2020-06-23 11:05:42.290
136,6631.3,5,8,41.232.197.27,www68758d.com,443,36.130.98.158,alantay.com,2024,2020-06-23 11:05:48.746
137,27391.6,19,69,140.92.57.155,jxjaxf.com.cn,80,185.104.138.123,austhrutime.com,443,2020-06-23 11:05:50.849
138,4998.7,4,85,130.91.71.147,np.edu,80,25.17.222.25,dtrm.de,443,2020-06-23 11:05:51.329
139,27189.1,19,18,194.216.190.141,captharry.com,80,157.183.126.119,thehealthynfit.com,80,2020-06-23 11:05:51.394
140,15449.2,11,4,30.107.69.174,jpn.org,80,76.81.110.179,vpsite.it,80,2020-06-23 11:05:52.993
141,27885.2,19,55,92.233.209.10,saros-center.ru,80,205.50.200.106,noninewage.com,443,2020-06-23 11:05:56.042
142,11959.8,8,63,223.223.38.139,einam.com,443,221.68.45.74,qeeq.com,443,2020-06-23 11:05:56.554
143,16197.9,11,23,167.9.103.21,blogup.com,80,255.184.21.184,hillspet.de,443,2020-06-23 11:05:56.865
144,12144.4,9,9,113.125.127.172,ntrajx.cn,1257,136.86.58.8,3vj0eDGA.com,80,2020-06-23 11:06:03.856
145,3038.8,3,62,83.35.155.191,hopitaldufutur.org,443,193.237.131.241,rivercruiseadvisor.com,43439,2020-06-23 11:06:05.818
146,7446.5,5,51,182.225.160.254,446556.org,80,220.26.200.147,wesleystace.com,443,2020-06-23 11:06:07.767
147,8736.8,6,102,92.233.209.10,saros-center.ru,80,93.182.124.201,kissingersommer.de,80,2020-06-23 11:06:19.064
148,23536.5,16,50,56.44.159.226,lpgezut.cn,443,240.215.191.113,toscanafantastica.com,80,2020-06-23 11:06:22.583
149,6153.6,5,21,132.128.57.17,ismarttiger.com,80,41.232.197.27,www68758d.com,80,2020-06-23 11:06:23.104
150,26320.5,18,123,27.1.214.207,rinsetanksystems.net,443,249.145.67.126,hsn.com,443,2020-06-23 11:06:23.521
151,20824.1,14,94,37.82.77.20,wineriesofniagaraonthelake.com,443,146.2.164.109,finto.fi,443,2020-06-23 11:06:26.293
152,2663.1,2,11,182.225.160.254,446556.org,80,5.45.145.100,gzg2b.gov.cn,443,2020-06-23 11:06:28.132
153,20438.5,14,67,25.61.203.6,merrytomarry.ph,80,134.22.90.251,dienstgezondheidjeugd.nl,443,2020-06-23 11:06:28.481
154,17944.1,12,6,116.93.125.11,creditorhighway.net,45054,249.145.67.126,hsn.com,1052,2020-06-23 11:06:31.916
155,18794.1,13,1,99.130.248.7,pillcost.space,80,41.232.197.27,www68758d.com,80,2020-06-23 11:06:32.047
156,1835.3,2,40,27.1.214.207,rinsetanksystems.net,443,196.162.11.225,jingbu.cn,3047,2020-06-23 11:06:36.215
157,12206.9,9,142,199.155.58.82,mysteriesofcanada.com,443,188.5.161.198,tjaf.com.cn,6788,2020-06-23 11:06:38.300
158,7032.1,5,50,221.68.45.74,qeeq.com,443,143.135.152.193,securenet.net,80,2020-06-23 11:06:42.611
159,17312.9,12,66,239.36.33.63,515666e.com,443,159.225.227.27,www-66335.com,80,2020-06-23 11:06:44.832
160,12281.5,9,4,201.81.106.38,realaudio.com,80,182.254.100.164,beibei812nr.cn,80,2020-06-23 11:06:46.510
161,4527.8,4,15,8.241.191.172,couponpal.com,1423,5.14.245.218,cajasol.es,80,2020-06-23 11:06:48.337
162,12837.3,9,68,21.217.84.104,supermen-124.ru,80,41.232.197.27,www68758d.com,80,2020-06-23 11:06:52.407
163,15904.1,11,23,159.225.227.27,www-66335.com,80,57.173.215.83,prajasakti.com,80,2020-06-23 11:06:53.310
164,7231.0,5,102,243.248.84.230,keeneeng.com,443,172.21.17.158,fesflowers.com,443,2020-06-23 11:06:55.799
165,7336.7,5,94,193.58.73.163,sexandthewhitecity.com,80,120.248.204.33,moneyonlineinvestment.com,80,2020-06-23 11:06:56.580
166,2905.2,2,14,198.122.147.126,mro.co.jp,443,139.44.70.234,rtl-west.de,80,2020-06-23 11:06:59.933
167,27592.7,19,92,156.246.26.95,tanp.jp,80,5.240.158.41,kirstybroun.com,80,2020-06-23 11:06:59.941
168,18766.7,13,104,71.118.118.37,origus.com,443,27.1.214.207,rinsetanksystems.net,443,2020-06-23 11:07:01.054
169,29448.5,20,125,126.52.134.101,hosting22.com,80,240.28.44.208,gmatpill.com,3244,2020-06-23 11:07:04.626
170,13096.7,9,99,116.93.125.11,creditorhighway.net,80,156.179.11.60,lax.gov.cn,443,2020-06-23 11:07:04.668
171,11958.8,8,81,105.49.16.103,tarimorman.gov.tr,80,26.243.181.172,americanagriculturist.com,80,2020-06-23 11:07:08.093
172,8210.6,6,70,140.92.57.155,jxjaxf.com.cn,443,44.90.236.61,guestbookcentral.com,1586,2020-06-23 11:07:12.289
173,6065.8,5,87,85.124.153.92,concordmedical.com,443,183.17.239.92,6491429.cn,443,2020-06-23 11:07:12.946
174,16428.6,11,134,198.122.147.126,mro.co.jp,80,157.183.126.119,thehealthynfit.com,443,2020-06-23 11:07:13.743
175,3039.7,3,73,107.34.85.240,braztoa.com.br,80,228.126.145.97,pressleyridge.org,443,2020-06-23 11:07:14.275
176,13026.3,9,73,8.241.191.172,couponpal.com,80,88.25.231.28,emlk.de,443,2020-06-23 11:07:16.934
177,8975.3,6,21,43.29.3.187,lowest-pricecialis-buy.net,80,56.101.2.173,benefind.de,443,2020-06-23 11:07:22.965
178,3340.9,3,54,194.216.190.141,captharry.com,8376,235.91.228.128,produceforkids.com,443,2020-06-23 11:07:23.992
179,11578.6,8,111,219.180.137.91,freeliveporn.fun,443,58.14.191.194,under-armour-stock.us,3870,2020-06-23 11:07:24.484
180,6892.6,5,121,0.142.211.86,cqzmmm.com,80,128.134.199.115,sillapa.net,7011,2020-06-23 11:07:25.056
181,4847.0,4,43,171.247.182.106,openmusictheory.com,80,97.121.194.36,travelactive.nl,443,2020-06-23 11:07:26.837
182,20325.4,14,102,71.118.118.37,origus.com,443,249.145.67.126,hsn.com,802,2020-06-23 11:07:29.002
183,26422.5,18,54,94.217.127.244,search-marketing.info,80,57.209.44.38,intertrustgroup.com,443,2020-06-23 11:07:31.916
184,21630.4,15,23,184.57.0.131,jagfn.com,80,5.240.158.41,kirstybroun.com,80,2020-06-23 11:07:35.474
185,15444.9,11,13,119.245.51.28,neslihanaltunsoy.com,443,13.135.86.156,p97hebfzd6DGA.com,443,2020-06-23 11:07:36.479
186,15879.9,11,62,19.72.247.31,cyvdd.icu,443,116.9.207.196,lamanyana.cat,406,2020-06-23 11:07:39.935
187,23612.6,16,74,146.2.164.109,finto.fi,80,54.152.214.180,inlandsbanan.se,443,2020-06-23 11:07:55.343
188,15876.6,11,61,207.157.159.71,suvbvk.icu,80,107.34.85.240,braztoa.com.br,443,2020-06-23 11:07:58.246
189,10946.7,8,79,46.157.123.211,jeancoutu.com,80,61.62.217.31,supersentai.com,443,2020-06-23 11:07:58.528
190,19986.1,14,1,146.2.164.109,finto.fi,443,50.87.144.41,aladnet.com,443,2020-06-23 11:07:59.284
191,21298.1,15,137,244.11.195.71,urgeschmack.de,80,232.52.245.228,visitxm.com,80,2020-06-23 11:07:59.875
192,20808.7,14,47,138.25.44.180,521151.info,10050,32.249.138.83,imsproject.org,443,2020-06-23 11:08:00.505
193,12851.5,9,92,123.135.198.60,2000888.com,372,158.0.21.72,locanto.ca,80,2020-06-23 11:08:02.158
194,28679.0,20,135,132.87.166.183,lolalo.info,80,47.179.131.22,vrindaindia.com,80,2020-06-23 11:08:04.979
195,7946.3,6,119,21.217.84.104,supermen-124.ru,80,7.85.161.213,zwogo.icu,9888,2020-06-23 11:08:10.310
196,21586.8,15,85,167.9.103.21,blogup.com,2485,107.223.184.49,vialogues.com,443,2020-06-23 11:08:17.327
197,2036.0,2,63,113.229.210.127,nnedi.com,6443,204.141.175.79,134533.live,80,2020-06-23 11:08:19.556
198,11948.8,8,105,37.82.77.20,wineriesofniagaraonthelake.com,443,54.203.14.201,hvcmwq.cn,443,2020-06-23 11:08:27.261
199,21994.0,15,142,37.156.204.131,cybirg.com,80,240.28.44.208,gmatpill.com,443,2020-06-23 11:08:28.599
200,15629.6,11,20,54.152.214.180,inlandsbanan.se,1035,218.134.155.101,rockfordfosgate.biz,80,2020-06-23 11:08:29.765
201,4150.0,3,99,25.17.222.25,dtrm.de,80,36.130.98.158,alantay.com,443,2020-06-23 11:08:34.602
202,25012.5,17,93,86.156.68.215,itbppublicschoolsaboli.com,443,36.130.98.158,alantay.com,80,2020-06-23 11:08:35.127
203,8114.3,6,64,123.135.198.60,2000888.com,443,113.40.198.28,10000ansplustard.org,80,2020-06-23 11:08:37.407
204,9379.6,7,60,5.45.145.100,gzg2b.gov.cn,3357,96.169.88.76,yweb.sk,80,2020-06-23 11:08:38.540
205,4730.5,4,96,15.245.202.134,gztymy.com,443,113.51.66.212,educationtoronto.org,80,2020-06-23 11:08:42.111
206,19534.1,14,65,0.142.211.86,cqzmmm.com,443,37.82.77.20,wineriesofniagaraonthelake.com,80,2020-06-23 11:08:42.695
207,22033.7,15,131,161.253.96.252,maiqin.com,443,176.16.1.25,pinardelajuliana.org,80,2020-06-23 11:08:42.857
208,14840.8,10,129,116.242.28.46,vanessavallely.com,80,223.80.29.163,tanarri.ru,80,2020-06-23 11:08:44.612
209,27159.6,19,66,5.240.158.41,kirstybroun.com,80,157.146.177.155,loveinq.com,443,2020-06-23 11:08:47.028
210,28747.8,20,29,116.22.6.41,coppercoin.co.in,443,74.101.84.62,foodproductiondaily.com,443,2020-06-23 11:08:47.384
211,9356.4,7,10,185.225.190.1,qnamaker.ai,2883,59.6.250.82,lifeofahomeschoolmom.com,80,2020-06-23 11:08:49.111
212,5411.4,4,33,32.249.138.83,imsproject.org,80,132.128.57.17,ismarttiger.com,443,2020-06-23 11:08:50.568
213,8336.0,6,110,125.110.140.190,3fyie0tDGA.com,80,158.252.188.224,041c4aoq1DGA.com,443,2020-06-23 11:08:51.546
214,20340.5,14,139,157.146.177.155,loveinq.com,443,113.229.210.127,nnedi.com,80,2020-06-23 11:08:55.642
215,27256.0,19,77,229.127.172.186,lodoeshop.com,374,76.239.161.120,haiku-os.org,443,2020-06-23 11:08:57.498
216,27729.2,19,65,49.142.65.91,22v.cn,80,161.253.96.252,maiqin.com,443,2020-06-23 11:09:00.099
